lang	status	key	issues	english_value	current_value
asl_gloss	WARN	ui.menu.page.contents.rulesItem	WARN_EQUALS_ENGLISH	1) Rules	1) Rules
ja	WARN	ui.menu.page.contents.savedOn	WARN_EQUALS_ENGLISH|WARN_ROMAN_TEXT_IN_JAPANESE_LANG	Saved on SUCCESS / TIME_UP	Saved on SUCCESS / TIME_UP
it	WARN	ui.menu.page.contents.savedOn	WARN_EQUALS_ENGLISH	Saved on SUCCESS / TIME_UP	Saved on SUCCESS / TIME_UP
es	WARN	ui.menu.page.contents.savedOn	WARN_EQUALS_ENGLISH	Saved on SUCCESS / TIME_UP	Saved on SUCCESS / TIME_UP
fi	WARN	ui.menu.page.contents.savedOn	WARN_EQUALS_ENGLISH	Saved on SUCCESS / TIME_UP	Saved on SUCCESS / TIME_UP
fr	WARN	ui.menu.page.contents.savedOn	WARN_EQUALS_ENGLISH	Saved on SUCCESS / TIME_UP	Saved on SUCCESS / TIME_UP
is	WARN	ui.menu.page.contents.savedOn	WARN_EQUALS_ENGLISH	Saved on SUCCESS / TIME_UP	Saved on SUCCESS / TIME_UP
ko	WARN	ui.menu.page.contents.savedOn	WARN_EQUALS_ENGLISH	Saved on SUCCESS / TIME_UP	Saved on SUCCESS / TIME_UP
la	WARN	ui.menu.page.contents.savedOn	WARN_EQUALS_ENGLISH	Saved on SUCCESS / TIME_UP	Saved on SUCCESS / TIME_UP
nl	WARN	ui.menu.page.contents.savedOn	WARN_EQUALS_ENGLISH	Saved on SUCCESS / TIME_UP	Saved on SUCCESS / TIME_UP
ru	WARN	ui.menu.page.contents.savedOn	WARN_EQUALS_ENGLISH	Saved on SUCCESS / TIME_UP	Saved on SUCCESS / TIME_UP
sa	WARN	ui.menu.page.contents.savedOn	WARN_EQUALS_ENGLISH	Saved on SUCCESS / TIME_UP	Saved on SUCCESS / TIME_UP
asl_gloss	WARN	ui.menu.page.contents.savedOn	WARN_EQUALS_ENGLISH	Saved on SUCCESS / TIME_UP	Saved on SUCCESS / TIME_UP
asl_gloss	WARN	ui.menu.page.contents.scoreRoute	WARN_EQUALS_ENGLISH	Score & Route	SCORE & ROUTE
ja	WARN	ui.menu.page.contents.tipsItem	WARN_EQUALS_ENGLISH|WARN_ROMAN_TEXT_IN_JAPANESE_LANG	2) Tips	2) Tips
it	WARN	ui.menu.page.contents.tipsItem	WARN_EQUALS_ENGLISH	2) Tips	2) Tips
es	WARN	ui.menu.page.contents.tipsItem	WARN_EQUALS_ENGLISH	2) Tips	2) Tips
fi	WARN	ui.menu.page.contents.tipsItem	WARN_EQUALS_ENGLISH	2) Tips	2) Tips
fr	WARN	ui.menu.page.contents.tipsItem	WARN_EQUALS_ENGLISH	2) Tips	2) Tips
is	WARN	ui.menu.page.contents.tipsItem	WARN_EQUALS_ENGLISH	2) Tips	2) Tips
ko	WARN	ui.menu.page.contents.tipsItem	WARN_EQUALS_ENGLISH	2) Tips	2) Tips
la	WARN	ui.menu.page.contents.tipsItem	WARN_EQUALS_ENGLISH	2) Tips	2) Tips
nl	WARN	ui.menu.page.contents.tipsItem	WARN_EQUALS_ENGLISH	2) Tips	2) Tips
ru	WARN	ui.menu.page.contents.tipsItem	WARN_EQUALS_ENGLISH	2) Tips	2) Tips
sa	WARN	ui.menu.page.contents.tipsItem	WARN_EQUALS_ENGLISH	2) Tips	2) Tips
asl_gloss	WARN	ui.menu.page.contents.tipsItem	WARN_EQUALS_ENGLISH	2) Tips	2) Tips
asl_gloss	WARN	ui.menu.page.contents.title	WARN_EQUALS_ENGLISH	Contents	CONTENTS
ja	WARN	ui.menu.page.contents.yourQuotes	WARN_EQUALS_ENGLISH|WARN_ROMAN_TEXT_IN_JAPANESE_LANG	Your saved quotes	Your saved quotes
it	WARN	ui.menu.page.contents.yourQuotes	WARN_EQUALS_ENGLISH	Your saved quotes	Your saved quotes
sv	WARN	ui.menu.page.contents.yourQuotes	WARN_EQUALS_ENGLISH	Your saved quotes	Your saved quotes
es	WARN	ui.menu.page.contents.yourQuotes	WARN_EQUALS_ENGLISH	Your saved quotes	Your saved quotes
fi	WARN	ui.menu.page.contents.yourQuotes	WARN_EQUALS_ENGLISH	Your saved quotes	Your saved quotes
fr	WARN	ui.menu.page.contents.yourQuotes	WARN_EQUALS_ENGLISH	Your saved quotes	Your saved quotes
is	WARN	ui.menu.page.contents.yourQuotes	WARN_EQUALS_ENGLISH	Your saved quotes	Your saved quotes
ko	WARN	ui.menu.page.contents.yourQuotes	WARN_EQUALS_ENGLISH	Your saved quotes	Your saved quotes
la	WARN	ui.menu.page.contents.yourQuotes	WARN_EQUALS_ENGLISH	Your saved quotes	Your saved quotes
nl	WARN	ui.menu.page.contents.yourQuotes	WARN_EQUALS_ENGLISH	Your saved quotes	Your saved quotes
ru	WARN	ui.menu.page.contents.yourQuotes	WARN_EQUALS_ENGLISH	Your saved quotes	Your saved quotes
sa	WARN	ui.menu.page.contents.yourQuotes	WARN_EQUALS_ENGLISH	Your saved quotes	Your saved quotes
asl_gloss	WARN	ui.menu.page.contents.yourQuotes	WARN_EQUALS_ENGLISH	Your saved quotes	Your saved quotes
ja	WARN	ui.menu.page.hint.reopenMenu	WARN_EQUALS_ENGLISH|WARN_ROMAN_TEXT_IN_JAPANESE_LANG	Hint: use /gameMenu to open this again.	Hint: use /gameMenu to open this again.
it	WARN	ui.menu.page.hint.reopenMenu	WARN_EQUALS_ENGLISH	Hint: use /gameMenu to open this again.	Hint: use /gameMenu to open this again.
sv	WARN	ui.menu.page.hint.reopenMenu	WARN_EQUALS_ENGLISH	Hint: use /gameMenu to open this again.	Hint: use /gameMenu to open this again.
es	WARN	ui.menu.page.hint.reopenMenu	WARN_EQUALS_ENGLISH	Hint: use /gameMenu to open this again.	Hint: use /gameMenu to open this again.
fi	WARN	ui.menu.page.hint.reopenMenu	WARN_EQUALS_ENGLISH	Hint: use /gameMenu to open this again.	Hint: use /gameMenu to open this again.
fr	WARN	ui.menu.page.hint.reopenMenu	WARN_EQUALS_ENGLISH	Hint: use /gameMenu to open this again.	Hint: use /gameMenu to open this again.
is	WARN	ui.menu.page.hint.reopenMenu	WARN_EQUALS_ENGLISH	Hint: use /gameMenu to open this again.	Hint: use /gameMenu to open this again.
ko	WARN	ui.menu.page.hint.reopenMenu	WARN_EQUALS_ENGLISH	Hint: use /gameMenu to open this again.	Hint: use /gameMenu to open this again.
la	WARN	ui.menu.page.hint.reopenMenu	WARN_EQUALS_ENGLISH	Hint: use /gameMenu to open this again.	Hint: use /gameMenu to open this again.
nl	WARN	ui.menu.page.hint.reopenMenu	WARN_EQUALS_ENGLISH	Hint: use /gameMenu to open this again.	Hint: use /gameMenu to open this again.
ojp	WARN	ui.menu.page.hint.reopenMenu	WARN_ROMAN_TEXT_IN_JAPANESE_LANG	Hint: use /gameMenu to open this again.	しるべ：/gameMenu にて、ふたたび開き給へ。
ru	WARN	ui.menu.page.hint.reopenMenu	WARN_EQUALS_ENGLISH	Hint: use /gameMenu to open this again.	Hint: use /gameMenu to open this again.
sa	WARN	ui.menu.page.hint.reopenMenu	WARN_EQUALS_ENGLISH	Hint: use /gameMenu to open this again.	Hint: use /gameMenu to open this again.
asl_gloss	WARN	ui.menu.page.hint.reopenMenu	WARN_EQUALS_ENGLISH	Hint: use /gameMenu to open this again.	Hint: use /gameMenu to open this again.
ja	WARN	ui.menu.page.note.bookFormat	WARN_EQUALS_ENGLISH|WARN_ROMAN_TEXT_IN_JAPANESE_LANG	Minecraft books cannot switch tabs by clicking, so sections are shown as pages.	Minecraft books cannot switch tabs by clicking, so sections are shown as pages.
de	WARN	ui.menu.page.note.bookFormat	WARN_EQUALS_ENGLISH	Minecraft books cannot switch tabs by clicking, so sections are shown as pages.	Minecraft books cannot switch tabs by clicking, so sections are shown as pages.
it	WARN	ui.menu.page.note.bookFormat	WARN_EQUALS_ENGLISH	Minecraft books cannot switch tabs by clicking, so sections are shown as pages.	Minecraft books cannot switch tabs by clicking, so sections are shown as pages.
es	WARN	ui.menu.page.note.bookFormat	WARN_EQUALS_ENGLISH	Minecraft books cannot switch tabs by clicking, so sections are shown as pages.	Minecraft books cannot switch tabs by clicking, so sections are shown as pages.
fi	WARN	ui.menu.page.note.bookFormat	WARN_EQUALS_ENGLISH	Minecraft books cannot switch tabs by clicking, so sections are shown as pages.	Minecraft books cannot switch tabs by clicking, so sections are shown as pages.
fr	WARN	ui.menu.page.note.bookFormat	WARN_EQUALS_ENGLISH	Minecraft books cannot switch tabs by clicking, so sections are shown as pages.	Minecraft books cannot switch tabs by clicking, so sections are shown as pages.
is	WARN	ui.menu.page.note.bookFormat	WARN_EQUALS_ENGLISH	Minecraft books cannot switch tabs by clicking, so sections are shown as pages.	Minecraft books cannot switch tabs by clicking, so sections are shown as pages.
ko	WARN	ui.menu.page.note.bookFormat	WARN_EQUALS_ENGLISH	Minecraft books cannot switch tabs by clicking, so sections are shown as pages.	Minecraft books cannot switch tabs by clicking, so sections are shown as pages.
la	WARN	ui.menu.page.note.bookFormat	WARN_EQUALS_ENGLISH	Minecraft books cannot switch tabs by clicking, so sections are shown as pages.	Minecraft books cannot switch tabs by clicking, so sections are shown as pages.
nl	WARN	ui.menu.page.note.bookFormat	WARN_EQUALS_ENGLISH	Minecraft books cannot switch tabs by clicking, so sections are shown as pages.	Minecraft books cannot switch tabs by clicking, so sections are shown as pages.
ru	WARN	ui.menu.page.note.bookFormat	WARN_EQUALS_ENGLISH	Minecraft books cannot switch tabs by clicking, so sections are shown as pages.	Minecraft books cannot switch tabs by clicking, so sections are shown as pages.
sa	WARN	ui.menu.page.note.bookFormat	WARN_EQUALS_ENGLISH	Minecraft books cannot switch tabs by clicking, so sections are shown as pages.	Minecraft books cannot switch tabs by clicking, so sections are shown as pages.
asl_gloss	WARN	ui.menu.page.note.bookFormat	WARN_EQUALS_ENGLISH	Minecraft books cannot switch tabs by clicking, so sections are shown as pages.	Minecraft books cannot switch tabs by clicking, so sections are shown as pages.
ja	WARN	ui.menu.toc.message	WARN_ROMAN_TEXT_IN_JAPANESE_LANG	&6📌 TreasureRun menu opened. Check the rule book.	&6📌 TreasureRun メニューを開きました。ルールブックを確認してください。
ja	WARN	ui.quote.footer.dbLogs	WARN_ROMAN_TEXT_IN_JAPANESE_LANG	(DB: proverb_logs)	（DB: proverb_logs）
de	WARN	ui.quote.footer.dbLogs	WARN_EQUALS_ENGLISH	(DB: proverb_logs)	(DB: proverb_logs)
it	WARN	ui.quote.footer.dbLogs	WARN_EQUALS_ENGLISH	(DB: proverb_logs)	(DB: proverb_logs)
sv	WARN	ui.quote.footer.dbLogs	WARN_EQUALS_ENGLISH	(DB: proverb_logs)	(DB: proverb_logs)
hi	WARN	ui.quote.footer.dbLogs	WARN_EQUALS_ENGLISH	(DB: proverb_logs)	(DB: proverb_logs)
ko	WARN	ui.quote.footer.dbLogs	WARN_EQUALS_ENGLISH	(DB: proverb_logs)	(DB: proverb_logs)
la	WARN	ui.quote.footer.dbLogs	WARN_EQUALS_ENGLISH	(DB: proverb_logs)	(DB: proverb_logs)
nl	WARN	ui.quote.footer.dbLogs	WARN_EQUALS_ENGLISH	(DB: proverb_logs)	(DB: proverb_logs)
ojp	WARN	ui.quote.footer.dbLogs	WARN_ROMAN_TEXT_IN_JAPANESE_LANG	(DB: proverb_logs)	（DB: proverb_logs）
sa	WARN	ui.quote.footer.dbLogs	WARN_EQUALS_ENGLISH	(DB: proverb_logs)	(DB: proverb_logs)
asl_gloss	WARN	ui.quote.footer.dbLogs	WARN_EQUALS_ENGLISH	(DB: proverb_logs)	(DB: PROVERB_LOGS)
ja	WARN	ui.quote.headerRecent	WARN_EQUALS_ENGLISH|WARN_ROMAN_TEXT_IN_JAPANESE_LANG	Recent 20  |  lang: {lang}	Recent 20  |  lang: {lang}
it	WARN	ui.quote.headerRecent	WARN_EQUALS_ENGLISH	Recent 20  |  lang: {lang}	Recent 20  |  lang: {lang}
sv	WARN	ui.quote.headerRecent	WARN_EQUALS_ENGLISH	Recent 20  |  lang: {lang}	Recent 20  |  lang: {lang}
es	WARN	ui.quote.headerRecent	WARN_EQUALS_ENGLISH	Recent 20  |  lang: {lang}	Recent 20  |  lang: {lang}
fi	WARN	ui.quote.headerRecent	WARN_EQUALS_ENGLISH	Recent 20  |  lang: {lang}	Recent 20  |  lang: {lang}
fr	WARN	ui.quote.headerRecent	WARN_EQUALS_ENGLISH	Recent 20  |  lang: {lang}	Recent 20  |  lang: {lang}
is	WARN	ui.quote.headerRecent	WARN_EQUALS_ENGLISH	Recent 20  |  lang: {lang}	Recent 20  |  lang: {lang}
ko	WARN	ui.quote.headerRecent	WARN_EQUALS_ENGLISH	Recent 20  |  lang: {lang}	Recent 20  |  lang: {lang}
la	WARN	ui.quote.headerRecent	WARN_EQUALS_ENGLISH	Recent 20  |  lang: {lang}	Recent 20  |  lang: {lang}
nl	WARN	ui.quote.headerRecent	WARN_EQUALS_ENGLISH	Recent 20  |  lang: {lang}	Recent 20  |  lang: {lang}
ojp	WARN	ui.quote.headerRecent	WARN_ROMAN_TEXT_IN_JAPANESE_LANG	Recent 20  |  lang: {lang}	近き二十件  |  言の葉: {lang}
ru	WARN	ui.quote.headerRecent	WARN_EQUALS_ENGLISH	Recent 20  |  lang: {lang}	Recent 20  |  lang: {lang}
sa	WARN	ui.quote.headerRecent	WARN_EQUALS_ENGLISH	Recent 20  |  lang: {lang}	Recent 20  |  lang: {lang}
asl_gloss	WARN	ui.quote.headerRecent	WARN_EQUALS_ENGLISH	Recent 20  |  lang: {lang}	Recent 20  |  lang: {lang}
ja	WARN	ui.quote.intro.db.favorites	WARN_EQUALS_ENGLISH|WARN_ROMAN_TEXT_IN_JAPANESE_LANG	proverb_favorites (★)	proverb_favorites (★)
de	WARN	ui.quote.intro.db.favorites	WARN_EQUALS_ENGLISH	proverb_favorites (★)	proverb_favorites (★)
it	WARN	ui.quote.intro.db.favorites	WARN_EQUALS_ENGLISH	proverb_favorites (★)	proverb_favorites (★)
sv	WARN	ui.quote.intro.db.favorites	WARN_EQUALS_ENGLISH	proverb_favorites (★)	proverb_favorites (★)
es	WARN	ui.quote.intro.db.favorites	WARN_EQUALS_ENGLISH	proverb_favorites (★)	proverb_favorites (★)
fi	WARN	ui.quote.intro.db.favorites	WARN_EQUALS_ENGLISH	proverb_favorites (★)	proverb_favorites (★)
fr	WARN	ui.quote.intro.db.favorites	WARN_EQUALS_ENGLISH	proverb_favorites (★)	proverb_favorites (★)
is	WARN	ui.quote.intro.db.favorites	WARN_EQUALS_ENGLISH	proverb_favorites (★)	proverb_favorites (★)
ko	WARN	ui.quote.intro.db.favorites	WARN_EQUALS_ENGLISH	proverb_favorites (★)	proverb_favorites (★)
la	WARN	ui.quote.intro.db.favorites	WARN_EQUALS_ENGLISH	proverb_favorites (★)	proverb_favorites (★)
nl	WARN	ui.quote.intro.db.favorites	WARN_EQUALS_ENGLISH	proverb_favorites (★)	proverb_favorites (★)
ojp	WARN	ui.quote.intro.db.favorites	WARN_EQUALS_ENGLISH|WARN_ROMAN_TEXT_IN_JAPANESE_LANG	proverb_favorites (★)	proverb_favorites (★)
ru	WARN	ui.quote.intro.db.favorites	WARN_EQUALS_ENGLISH	proverb_favorites (★)	proverb_favorites (★)
sa	WARN	ui.quote.intro.db.favorites	WARN_EQUALS_ENGLISH	proverb_favorites (★)	proverb_favorites (★)
asl_gloss	WARN	ui.quote.intro.db.favorites	WARN_EQUALS_ENGLISH	proverb_favorites (★)	proverb_favorites (★)
ja	WARN	ui.quote.intro.db.logs	WARN_EQUALS_ENGLISH|WARN_ROMAN_TEXT_IN_JAPANESE_LANG	proverb_logs (history)	proverb_logs (history)
de	WARN	ui.quote.intro.db.logs	WARN_EQUALS_ENGLISH	proverb_logs (history)	proverb_logs (history)
it	WARN	ui.quote.intro.db.logs	WARN_EQUALS_ENGLISH	proverb_logs (history)	proverb_logs (history)
sv	WARN	ui.quote.intro.db.logs	WARN_EQUALS_ENGLISH	proverb_logs (history)	proverb_logs (history)
es	WARN	ui.quote.intro.db.logs	WARN_EQUALS_ENGLISH	proverb_logs (history)	proverb_logs (history)
fi	WARN	ui.quote.intro.db.logs	WARN_EQUALS_ENGLISH	proverb_logs (history)	proverb_logs (history)
fr	WARN	ui.quote.intro.db.logs	WARN_EQUALS_ENGLISH	proverb_logs (history)	proverb_logs (history)
is	WARN	ui.quote.intro.db.logs	WARN_EQUALS_ENGLISH	proverb_logs (history)	proverb_logs (history)
ko	WARN	ui.quote.intro.db.logs	WARN_EQUALS_ENGLISH	proverb_logs (history)	proverb_logs (history)
la	WARN	ui.quote.intro.db.logs	WARN_EQUALS_ENGLISH	proverb_logs (history)	proverb_logs (history)
nl	WARN	ui.quote.intro.db.logs	WARN_EQUALS_ENGLISH	proverb_logs (history)	proverb_logs (history)
ojp	WARN	ui.quote.intro.db.logs	WARN_EQUALS_ENGLISH|WARN_ROMAN_TEXT_IN_JAPANESE_LANG	proverb_logs (history)	proverb_logs (history)
ru	WARN	ui.quote.intro.db.logs	WARN_EQUALS_ENGLISH	proverb_logs (history)	proverb_logs (history)
sa	WARN	ui.quote.intro.db.logs	WARN_EQUALS_ENGLISH	proverb_logs (history)	proverb_logs (history)
asl_gloss	WARN	ui.quote.intro.db.logs	WARN_EQUALS_ENGLISH	proverb_logs (history)	proverb_logs (history)
ja	WARN	ui.quote.intro.langLine	WARN_EQUALS_ENGLISH|WARN_ROMAN_TEXT_IN_JAPANESE_LANG	Language: {lang}	Language: {lang}
de	WARN	ui.quote.intro.langLine	WARN_EQUALS_ENGLISH	Language: {lang}	Language: {lang}
it	WARN	ui.quote.intro.langLine	WARN_EQUALS_ENGLISH	Language: {lang}	Language: {lang}
sv	WARN	ui.quote.intro.langLine	WARN_EQUALS_ENGLISH	Language: {lang}	Language: {lang}
es	WARN	ui.quote.intro.langLine	WARN_EQUALS_ENGLISH	Language: {lang}	Language: {lang}
fi	WARN	ui.quote.intro.langLine	WARN_EQUALS_ENGLISH	Language: {lang}	Language: {lang}
fr	WARN	ui.quote.intro.langLine	WARN_EQUALS_ENGLISH	Language: {lang}	Language: {lang}
is	WARN	ui.quote.intro.langLine	WARN_EQUALS_ENGLISH	Language: {lang}	Language: {lang}
ko	WARN	ui.quote.intro.langLine	WARN_EQUALS_ENGLISH	Language: {lang}	Language: {lang}
la	WARN	ui.quote.intro.langLine	WARN_EQUALS_ENGLISH	Language: {lang}	Language: {lang}
nl	WARN	ui.quote.intro.langLine	WARN_EQUALS_ENGLISH	Language: {lang}	Language: {lang}
ojp	WARN	ui.quote.intro.langLine	WARN_ROMAN_TEXT_IN_JAPANESE_LANG	Language: {lang}	言の葉: {lang}
ru	WARN	ui.quote.intro.langLine	WARN_EQUALS_ENGLISH	Language: {lang}	Language: {lang}
sa	WARN	ui.quote.intro.langLine	WARN_EQUALS_ENGLISH	Language: {lang}	Language: {lang}
asl_gloss	WARN	ui.quote.intro.langLine	WARN_EQUALS_ENGLISH	Language: {lang}	Language: {lang}
ja	WARN	ui.quote.intro.legendTitle	WARN_EQUALS_ENGLISH|WARN_ROMAN_TEXT_IN_JAPANESE_LANG	Legend	Legend
de	WARN	ui.quote.intro.legendTitle	WARN_EQUALS_ENGLISH	Legend	Legend
it	WARN	ui.quote.intro.legendTitle	WARN_EQUALS_ENGLISH	Legend	Legend
sv	WARN	ui.quote.intro.legendTitle	WARN_EQUALS_ENGLISH	Legend	Legend
es	WARN	ui.quote.intro.legendTitle	WARN_EQUALS_ENGLISH	Legend	Legend
fi	WARN	ui.quote.intro.legendTitle	WARN_EQUALS_ENGLISH	Legend	Legend
fr	WARN	ui.quote.intro.legendTitle	WARN_EQUALS_ENGLISH	Legend	Legend
is	WARN	ui.quote.intro.legendTitle	WARN_EQUALS_ENGLISH	Legend	Legend
ko	WARN	ui.quote.intro.legendTitle	WARN_EQUALS_ENGLISH	Legend	Legend
la	WARN	ui.quote.intro.legendTitle	WARN_EQUALS_ENGLISH	Legend	Legend
nl	WARN	ui.quote.intro.legendTitle	WARN_EQUALS_ENGLISH	Legend	Legend
ru	WARN	ui.quote.intro.legendTitle	WARN_EQUALS_ENGLISH	Legend	Legend
sa	WARN	ui.quote.intro.legendTitle	WARN_EQUALS_ENGLISH	Legend	Legend
asl_gloss	WARN	ui.quote.intro.legendTitle	WARN_EQUALS_ENGLISH	Legend	Legend
ja	WARN	ui.quote.intro.storedInDb	WARN_EQUALS_ENGLISH|WARN_ROMAN_TEXT_IN_JAPANESE_LANG	Stored in DB	Stored in DB
de	WARN	ui.quote.intro.storedInDb	WARN_EQUALS_ENGLISH	Stored in DB	Stored in DB
it	WARN	ui.quote.intro.storedInDb	WARN_EQUALS_ENGLISH	Stored in DB	Stored in DB
sv	WARN	ui.quote.intro.storedInDb	WARN_EQUALS_ENGLISH	Stored in DB	Stored in DB
es	WARN	ui.quote.intro.storedInDb	WARN_EQUALS_ENGLISH	Stored in DB	Stored in DB
fi	WARN	ui.quote.intro.storedInDb	WARN_EQUALS_ENGLISH	Stored in DB	Stored in DB
fr	WARN	ui.quote.intro.storedInDb	WARN_EQUALS_ENGLISH	Stored in DB	Stored in DB
is	WARN	ui.quote.intro.storedInDb	WARN_EQUALS_ENGLISH	Stored in DB	Stored in DB
ko	WARN	ui.quote.intro.storedInDb	WARN_EQUALS_ENGLISH	Stored in DB	Stored in DB
la	WARN	ui.quote.intro.storedInDb	WARN_EQUALS_ENGLISH	Stored in DB	Stored in DB
nl	WARN	ui.quote.intro.storedInDb	WARN_EQUALS_ENGLISH	Stored in DB	Stored in DB
ru	WARN	ui.quote.intro.storedInDb	WARN_EQUALS_ENGLISH	Stored in DB	Stored in DB
sa	WARN	ui.quote.intro.storedInDb	WARN_EQUALS_ENGLISH	Stored in DB	Stored in DB
asl_gloss	WARN	ui.quote.intro.storedInDb	WARN_EQUALS_ENGLISH	Stored in DB	Stored in DB
de	WARN	ui.quote.intro.tabsTitle	WARN_EQUALS_ENGLISH	Tabs	Tabs
asl_gloss	WARN	ui.quote.intro.tabsTitle	WARN_EQUALS_ENGLISH	Tabs	TABS
ja	WARN	ui.quote.legend.favorites	WARN_EQUALS_ENGLISH|WARN_ROMAN_TEXT_IN_JAPANESE_LANG	= Favorites	= Favorites
it	WARN	ui.quote.legend.favorites	WARN_EQUALS_ENGLISH	= Favorites	= Favorites
sv	WARN	ui.quote.legend.favorites	WARN_EQUALS_ENGLISH	= Favorites	= Favorites
es	WARN	ui.quote.legend.favorites	WARN_EQUALS_ENGLISH	= Favorites	= Favorites
fi	WARN	ui.quote.legend.favorites	WARN_EQUALS_ENGLISH	= Favorites	= Favorites
fr	WARN	ui.quote.legend.favorites	WARN_EQUALS_ENGLISH	= Favorites	= Favorites
is	WARN	ui.quote.legend.favorites	WARN_EQUALS_ENGLISH	= Favorites	= Favorites
ko	WARN	ui.quote.legend.favorites	WARN_EQUALS_ENGLISH	= Favorites	= Favorites
la	WARN	ui.quote.legend.favorites	WARN_EQUALS_ENGLISH	= Favorites	= Favorites
nl	WARN	ui.quote.legend.favorites	WARN_EQUALS_ENGLISH	= Favorites	= Favorites
ru	WARN	ui.quote.legend.favorites	WARN_EQUALS_ENGLISH	= Favorites	= Favorites
sa	WARN	ui.quote.legend.favorites	WARN_EQUALS_ENGLISH	= Favorites	= Favorites
asl_gloss	WARN	ui.quote.legend.favorites	WARN_EQUALS_ENGLISH	= Favorites	= Favorites
ja	WARN	ui.quote.legend.success	WARN_EQUALS_ENGLISH|WARN_ROMAN_TEXT_IN_JAPANESE_LANG	= Success / Cleared	= Success / Cleared
de	WARN	ui.quote.legend.success	WARN_EQUALS_ENGLISH	= Success / Cleared	= Success / Cleared
it	WARN	ui.quote.legend.success	WARN_EQUALS_ENGLISH	= Success / Cleared	= Success / Cleared
es	WARN	ui.quote.legend.success	WARN_EQUALS_ENGLISH	= Success / Cleared	= Success / Cleared
fi	WARN	ui.quote.legend.success	WARN_EQUALS_ENGLISH	= Success / Cleared	= Success / Cleared
fr	WARN	ui.quote.legend.success	WARN_EQUALS_ENGLISH	= Success / Cleared	= Success / Cleared
is	WARN	ui.quote.legend.success	WARN_EQUALS_ENGLISH	= Success / Cleared	= Success / Cleared
ko	WARN	ui.quote.legend.success	WARN_EQUALS_ENGLISH	= Success / Cleared	= Success / Cleared
la	WARN	ui.quote.legend.success	WARN_EQUALS_ENGLISH	= Success / Cleared	= Success / Cleared
nl	WARN	ui.quote.legend.success	WARN_EQUALS_ENGLISH	= Success / Cleared	= Success / Cleared
ru	WARN	ui.quote.legend.success	WARN_EQUALS_ENGLISH	= Success / Cleared	= Success / Cleared
sa	WARN	ui.quote.legend.success	WARN_EQUALS_ENGLISH	= Success / Cleared	= Success / Cleared
asl_gloss	WARN	ui.quote.legend.success	WARN_EQUALS_ENGLISH	= Success / Cleared	= Success / Cleared
ja	WARN	ui.quote.legend.timeUp	WARN_EQUALS_ENGLISH|WARN_ROMAN_TEXT_IN_JAPANESE_LANG	= Time up	= Time up
de	WARN	ui.quote.legend.timeUp	WARN_EQUALS_ENGLISH	= Time up	= Time up
it	WARN	ui.quote.legend.timeUp	WARN_EQUALS_ENGLISH	= Time up	= Time up
es	WARN	ui.quote.legend.timeUp	WARN_EQUALS_ENGLISH	= Time up	= Time up
fi	WARN	ui.quote.legend.timeUp	WARN_EQUALS_ENGLISH	= Time up	= Time up
fr	WARN	ui.quote.legend.timeUp	WARN_EQUALS_ENGLISH	= Time up	= Time up
is	WARN	ui.quote.legend.timeUp	WARN_EQUALS_ENGLISH	= Time up	= Time up
ko	WARN	ui.quote.legend.timeUp	WARN_EQUALS_ENGLISH	= Time up	= Time up
la	WARN	ui.quote.legend.timeUp	WARN_EQUALS_ENGLISH	= Time up	= Time up
nl	WARN	ui.quote.legend.timeUp	WARN_EQUALS_ENGLISH	= Time up	= Time up
ru	WARN	ui.quote.legend.timeUp	WARN_EQUALS_ENGLISH	= Time up	= Time up
sa	WARN	ui.quote.legend.timeUp	WARN_EQUALS_ENGLISH	= Time up	= Time up
asl_gloss	WARN	ui.quote.legend.timeUp	WARN_EQUALS_ENGLISH	= Time up	= Time up
ja	WARN	ui.quote.noFavorites	WARN_EQUALS_ENGLISH|WARN_ROMAN_TEXT_IN_JAPANESE_LANG	No favorites yet.	No favorites yet.
it	WARN	ui.quote.noFavorites	WARN_EQUALS_ENGLISH	No favorites yet.	No favorites yet.
sv	WARN	ui.quote.noFavorites	WARN_EQUALS_ENGLISH	No favorites yet.	No favorites yet.
es	WARN	ui.quote.noFavorites	WARN_EQUALS_ENGLISH	No favorites yet.	No favorites yet.
fi	WARN	ui.quote.noFavorites	WARN_EQUALS_ENGLISH	No favorites yet.	No favorites yet.
fr	WARN	ui.quote.noFavorites	WARN_EQUALS_ENGLISH	No favorites yet.	No favorites yet.
is	WARN	ui.quote.noFavorites	WARN_EQUALS_ENGLISH	No favorites yet.	No favorites yet.
ko	WARN	ui.quote.noFavorites	WARN_EQUALS_ENGLISH	No favorites yet.	No favorites yet.
la	WARN	ui.quote.noFavorites	WARN_EQUALS_ENGLISH	No favorites yet.	No favorites yet.
nl	WARN	ui.quote.noFavorites	WARN_EQUALS_ENGLISH	No favorites yet.	No favorites yet.
ru	WARN	ui.quote.noFavorites	WARN_EQUALS_ENGLISH	No favorites yet.	No favorites yet.
sa	WARN	ui.quote.noFavorites	WARN_EQUALS_ENGLISH	No favorites yet.	No favorites yet.
asl_gloss	WARN	ui.quote.noFavorites	WARN_EQUALS_ENGLISH	No favorites yet.	No favorites yet.
ja	NG	ui.quote.noFavoritos	NG_MISSING_KEY		
en	NG	ui.quote.noFavoritos	NG_MISSING_KEY		
de	NG	ui.quote.noFavoritos	NG_MISSING_KEY		
